FullNameCache,Country,Locality,Latitude,Longitude,CollectionDateBegin,outlier_detected,outlier_status,outlier_confidence,outlier_severity,outlier_score,outlier_primary_detector,outlier_primary_field,outlier_model_count,llm_flagged,outlier_reason,outlier_summary
Austrocynoglossum latifolium (R.Br.) R.R.Mill,Germany,"Germany: Berlin. Cultivated in the greenhouse in Berlin. Source Collection: seed collected by Jan Allen & Joanne King in Australia, New South Wales 06. May 2010. Flat land either side of track in Claustral Canyon, appr. 60 km N of South Tomah Trig, close to end of Charleys road. Kraznozem clay loam soils derived from basalt rock. Under Acacia melanoxylon and Doryphora sassafras, with Pteridium esculentum, Melicytus dentatus and Dennstaedtia davallioides, Gahnia sp. Occasional Rubus sp. (introduces blackberry). 2011-02-21, Leg.: M. Weigand 9441.",-33.557701110839844,150.25270080566406,2011-02-21,True,fuzzy,35,low,0.35,zscore_detector,decimalLatitude,1,False,"decimalLatitude value has z-score -41.54, above threshold 3.0.",Low outlier detected in decimalLatitude by zscore_detector.
Austrocynoglossum latifolium (R.Br.) R.R.Mill,Germany,"Germany: Berlin. Seed collected by Jan Allen & Joanne King in Australia, New South Wales. Flat land either side of track in Claustral Canynon  [Canyon], appr. 60 km N of South Tomah Trig, close to end of Charleys road. Kraznozem clay loam soils derived from basalt rock. Cultivated in the greenhouse in Berlin. 2011-02-21, Leg.: M. Weigend 9441.",-33.55777740478516,150.42416381835938,2011-02-21,True,fuzzy,35,low,0.35,zscore_detector,decimalLatitude,1,False,"decimalLatitude value has z-score -41.54, above threshold 3.0.",Low outlier detected in decimalLatitude by zscore_detector.
Chenopodium rubrum,Germany,"Germany: Sachsen-Anhalt. Trotha (heute OT von Halle), an Schutthaufen. 1845-09-01 - 1845-09-30.",0.0,0.0,1845-09-01,True,fuzzy,35,low,0.35,zscore_detector,decimalLatitude,1,False,"decimalLatitude value has z-score -25.09, above threshold 3.0.",Low outlier detected in decimalLatitude by zscore_detector.
Crepis tectorum L.,Germany,"Brandenburg, 1,9 km WSW Siethen",52.275001525878906,31.183330535888672,1994-07-03,True,fuzzy,35,low,0.35,zscore_detector,decimalLongitude,1,False,"decimalLongitude value has z-score 8.17, above threshold 3.0.",Low outlier detected in decimalLongitude by zscore_detector.
Chenopodium hybridum,Germany,"Germany: Berlin. Berlin: Teltowkanal, Barnackufer. 1987-10-06, Leg.: Royl - Wiechert.",0.0,0.0,1987-10-06,True,fuzzy,35,low,0.35,zscore_detector,decimalLatitude,1,False,"decimalLatitude value has z-score -25.09, above threshold 3.0.",Low outlier detected in decimalLatitude by zscore_detector.
Chenopodium album,Germany,"Germany: Bayern. Sickershausen (Bad Kissingen). 1810, Leg.: Nees v. Esenbeck.",10.183199882507324,49.72159957885742,1810-01-01,True,fuzzy,35,low,0.35,zscore_detector,decimalLatitude,1,False,"decimalLatitude value has z-score -20.09, above threshold 3.0.",Low outlier detected in decimalLatitude by zscore_detector.
Arenaria grandiflora L.,Germany,"Germany: Berlin. Culture : Jardin Botanique de Berlin-Dahlem, génération \F1\"".Origine : Sierra Nevada, Cerro Trevenque (Espagne, prov. de Granada), alt. 1900 m, garrigue sur calcaire"". 1979-06-20 - 1979-09-20, Leg.: H. Ern 159/75.",37.07900238037109,-3.484278440475464,1979-06-20,True,fuzzy,35,low,0.35,zscore_detector,decimalLatitude,1,False,"decimalLatitude value has z-score -6.90, above threshold 3.0.",Low outlier detected in decimalLatitude by zscore_detector.
Arenaria tetraquetra,Germany,"Germany: Berlin. Picacho de Veleta-S-Seite (Sierra Nevada, Spanien); 3100 m. 1978-05-24, Leg.: H. Ern.",37.05550003051758,-3.365489959716797,1978-05-24,True,fuzzy,35,low,0.35,zscore_detector,decimalLatitude,1,False,"decimalLatitude value has z-score -6.91, above threshold 3.0.",Low outlier detected in decimalLatitude by zscore_detector.
Ononis repens L.,Germany,"Brandenburg, 1,9 km WSW Siethen",52.275001525878906,31.183330535888672,1994-07-03,True,fuzzy,35,low,0.35,zscore_detector,decimalLongitude,1,False,"decimalLongitude value has z-score 8.17, above threshold 3.0.",Low outlier detected in decimalLongitude by zscore_detector.
Chenopodium urbicum L.,Germany,"Germany: Bayern. Mittelfranken, e Bad Windsheim. Grabenrenaturierung, offener Boden an der Aisch. 25.07.2017, Leg.: R. Höcker 20170728-74. ex herb. / ded. : herb. Rudolf Höcker.",49.5,49.5,2017-07-25,True,fuzzy,35,low,0.35,zscore_detector,decimalLongitude,1,False,"decimalLongitude value has z-score 15.76, above threshold 3.0.",Low outlier detected in decimalLongitude by zscore_detector.
Echinochloa crus-galli (L.) P. Beauv.,Germany,"Brandenburg, 0,6 km S Kleinbeeren",52.34999847412109,22.333330154418945,1995-08-26,True,fuzzy,26,low,0.2630050890632876,zscore_detector,decimalLongitude,1,False,"decimalLongitude value has z-score 4.51, above threshold 3.0.",Low outlier detected in decimalLongitude by zscore_detector.
Abutilon theophrasti Medik.,Germany,"Germany: Bayern. Kreis Aschaffenburg, Gemeinde Stockstadt am Main, Äcker und Wiesen nördlich von Stockstadt, TK 5920/343. Rübenacker. Alt.: 107 m. 15.08.2018, Leg.: G. Himpel GBOL-039. ex herb. / ded. : herb. Gabriele Himpel.",49.99943923950195,90.55445098876952,2018-08-15,True,fuzzy,35,low,0.35,zscore_detector,decimalLongitude,1,False,"decimalLongitude value has z-score 32.76, above threshold 3.0.",Low outlier detected in decimalLongitude by zscore_detector.
Taxus baccata,Germany,"Germany: Berlin. Kultiviert im Botanischen Garten Berlin-Dahlem. Revier: PG-22-029. [Samenherkunft: UdSSR: Georgien. Kaukasus-Abteilung des Bot. Inst. der Georgischen Akademie der Wissenschaften im B. G. Tiflis. 500 m. leg. Ern 7833, 24.10.1986]. 1994-03-22, Leg.: Cubr 32223.",41.68503952026367,44.80226135253906,1994-03-22,True,fuzzy,35,low,0.35,zscore_detector,decimalLongitude,1,False,"decimalLongitude value has z-score 13.81, above threshold 3.0.",Low outlier detected in decimalLongitude by zscore_detector.
Taxus baccata,Germany,"Germany: Berlin. Kultiviert im Botanischen Garten Berlin-Dahlem. Revier: PG-22-029. [Samenherkunft: UdSSR: Georgien. Kaukasus-Abteilung des Bot. Inst. der Georgischen Akademie der Wissenschaften im B. G. Tiflis. 500 m. leg. Ern 7833, 24.10.1986]. 1994-03-22, Leg.: Cubr. 32213.",41.68503952026367,44.80226135253906,1994-03-22,True,fuzzy,35,low,0.35,zscore_detector,decimalLongitude,1,False,"decimalLongitude value has z-score 13.81, above threshold 3.0.",Low outlier detected in decimalLongitude by zscore_detector.
Taxus baccata,Germany,"Germany: Berlin. Kultiviert im Botanischen Garten Berlin-Dahlem, Revier: PG-20-009. [Samenherkunft: Spanien: Provinz Huesca. Pyrenäen. Anisclo-Schlucht zwischen 700 und 1200 m, Kalk. leg. Ern, Barnieske, Kraft & Weber 4227, 25.9.1979]. 1994-03-22, Leg.: Cubr 32212.",42.572357177734375,0.0541494525969028,1994-03-22,True,fuzzy,28,low,0.2752524717942301,zscore_detector,decimalLongitude,1,False,"decimalLongitude value has z-score -4.72, above threshold 3.0.",Low outlier detected in decimalLongitude by zscore_detector.
Acer L.,Germany,"Germany: Brandenburg. Karlshof. Fremde Ahornart aus Samen von Warna - Bulgarien gezogen. 1977-10-15 - 1977-10-31, Leg.: Fritz Hans.",43.22600173950195,27.915000915527344,1977-10-15,True,fuzzy,35,low,0.35,zscore_detector,decimalLongitude,1,False,"decimalLongitude value has z-score 6.82, above threshold 3.0.",Low outlier detected in decimalLongitude by zscore_detector.
Mesembryanthemum felinum,Germany,"Germany: Nordrhein-Westfalen. Colonia, Ehb [Ex horto bonnensis; Wildherkunft: ad cap boni spei - Kap der guten Hoffnung]. 1818-09-01 - 1818-09-30.",-34.35810852050781,18.4719295501709,1818-09-01,True,fuzzy,35,low,0.35,zscore_detector,decimalLatitude,1,False,"decimalLatitude value has z-score -41.94, above threshold 3.0.",Low outlier detected in decimalLatitude by zscore_detector.
Glottiphyllum longum,Germany,"Germany: Niedersachsen. Wildherkunft: Kapland. Lebend von Kapstadt an den Botanischen Garten Göttingen geschickt, dort kultiviert. 1928-09-26, Leg.: A. Peter 52026.",-33.928993225097656,18.41739654541016,1928-09-26,True,fuzzy,35,low,0.35,zscore_detector,decimalLatitude,1,False,"decimalLatitude value has z-score -41.73, above threshold 3.0.",Low outlier detected in decimalLatitude by zscore_detector.
Mesembryanthemum nodiflorum,Germany,"Germany: Berlin. Kultiviert aus einer Bodenprobe im Botanischen Garten Berlin-Dahlem. [Wildherkunft: Herkunft der Bodenprobe: Insel Karpathos (Griechenland), Kleininsel Sakastro bei Lefkos. leg. D. Höner, 27.04.1986]. 1986-11-28, Leg.: D. Höner 524.",35.59611129760742,27.0575008392334,1986-11-28,True,fuzzy,35,low,0.35,zscore_detector,decimalLatitude,1,False,"decimalLatitude value has z-score -7.63, above threshold 3.0.",Low outlier detected in decimalLatitude by zscore_detector.
Ruschia umbellata,Germany,"Germany: Berlin. In horto botanico Berolinensi-Dahlemensi cult. [Wildherkunft: Kapland: auf sandigen Stellen. (Genadendal, Karroo)]. 1914-07-03, Leg.: H. Strauss 399.",-34.06553268432617,19.564027786254883,1914-07-03,True,fuzzy,35,low,0.35,zscore_detector,decimalLatitude,1,False,"decimalLatitude value has z-score -41.79, above threshold 3.0.",Low outlier detected in decimalLatitude by zscore_detector.
Narcissus tazetta subsp. italicus (Ker Gawl.) Baker,Germany,"cult e bulbis ex Capraea insula (Scoglio del Monacone) allatis' [cultivated in Berlin from bulbs collected on the islet Scoglio del Monacone SE of Capri (Italy, Campania)]",40.54333114624024,14.256669998168944,1865-01,True,fuzzy,30,low,0.3034473420569233,zscore_detector,decimalLatitude,1,False,"decimalLatitude value has z-score -5.20, above threshold 3.0.",Low outlier detected in decimalLatitude by zscore_detector.
Narcissus tazetta subsp. italicus (Ker Gawl.) Baker,Germany,"Scoglio di Antonio Sevola presso Ponza, 1865. E bulbo allato floruit Berolino ineunta a . 1866.’ [cultivated in Berlin from bulbs collected on an islet (Scoglio di Aniello Antonio?) off the island Ponza (Italy; Latium]",40.92250061035156,12.976940155029297,1866,True,fuzzy,29,low,0.2925999153146312,zscore_detector,decimalLatitude,1,False,"decimalLatitude value has z-score -5.02, above threshold 3.0.",Low outlier detected in decimalLatitude by zscore_detector.
Impatiens sp.,Germany,"Germany: Berlin. h. Dahlem. Wildherkunft: Padang 26. 06. 1907. 1909-11-20, Leg.: H. Strauß.",-0.920230746269226,100.37916564941406,1909-11-20,True,fuzzy,35,low,0.35,zscore_detector,decimalLatitude,1,False,"decimalLatitude value has z-score -25.54, above threshold 3.0.",Low outlier detected in decimalLatitude by zscore_detector.
Impatiens sp.,Germany,"Germany: Sachsen. h. Lips. [Botanischer Garten Leipzig], [Wildherkunft:] Nepaul at Narainhetty [Narayanhiti].",27.716339111328125,85.31884002685547,,True,fuzzy,35,low,0.35,zscore_detector,decimalLatitude,1,False,"decimalLatitude value has z-score -11.49, above threshold 3.0.",Low outlier detected in decimalLatitude by zscore_detector.
Dianthus lusitanus,Germany,"Germany: Berlin. Cult. In Bot. Gart. Berlin-Dahlem 1976. Samen wild gesammelt Aug.-Sept. 1975. Spanien: Sierra de Gredos, 1300 m. 1975-08-01 - 1975-09-30, Leg.: Ern 222.",40.28146362304688,-5.099601745605469,1975-08-01,True,fuzzy,35,low,0.35,zscore_detector,decimalLongitude,1,False,"decimalLongitude value has z-score -6.85, above threshold 3.0.",Low outlier detected in decimalLongitude by zscore_detector.
Cephalotaxaceae,Germany,Germany: Sachsen. H . Lips [Wildherkunft Somchetia territ. Elisabethpol. Iberia. Prov. candaricis]. 119.,40.68417739868164,46.36821746826172,,True,fuzzy,35,low,0.35,zscore_detector,decimalLongitude,1,False,"decimalLongitude value has z-score 14.46, above threshold 3.0.",Low outlier detected in decimalLongitude by zscore_detector.
Betula fruticosa,Germany,"Germany: Sachsen-Anhalt. [Wildherkunft: Dahurien. Nertschinsk.] e sem. cult in horto Zöschen G. Dieck. 1894-01-01 - 1896-06-01, Leg.: J. Bornmüller.",51.9769401550293,116.58834075927734,1894-01-01,True,fuzzy,35,low,0.35,zscore_detector,decimalLongitude,1,False,"decimalLongitude value has z-score 43.55, above threshold 3.0.",Low outlier detected in decimalLongitude by zscore_detector.
Potentilla caulescens L.,Germany,"Bayern, Königstein.",,0.0666700005531311,1858-09,True,fuzzy,27,low,0.274949979539523,zscore_detector,decimalLongitude,1,False,"decimalLongitude value has z-score -4.71, above threshold 3.0.",Low outlier detected in decimalLongitude by zscore_detector.
Chenopodium strictum Roth,Germany,NO Micheln,51.81583023071289,22.97888946533203,2022-09-30,True,fuzzy,28,low,0.2786015862923136,zscore_detector,decimalLongitude,1,False,"decimalLongitude value has z-score 4.78, above threshold 3.0.",Low outlier detected in decimalLongitude by zscore_detector.
Chenopodium strictum Roth,Germany,"LK Börde, N Gröningen",51.94527816772461,21.21194076538086,2022-09-02,True,fuzzy,24,low,0.2359126961520088,zscore_detector,decimalLongitude,1,False,"decimalLongitude value has z-score 4.04, above threshold 3.0.",Low outlier detected in decimalLongitude by zscore_detector.
